,Country,Days,Cumulative Confirmed Count,Cumulative Confirmed per million,Cumulative Death Count,Cumulative Recovered Count,Cumulative Testing Count,Cumulative Testing per thousand,Population,Population_Density,Land_Area_Kmsq,Health Capacity Score,Recovery Rate,Fatality Rate,Active,Risk.of.Transmission.from.P2P,Risk.due2.lack.of.sanitation.and.water.services,Risk.based.on.Pop.Dist.,Vul.Index,Hazard.Ind.Vul.Risk.Index,INFORM.Socio.Eco.Vul.Risk.Index,Vul.related2.Dev.and.Deprivation,Vul.due2.Eco.and.Gender.Inequality,Vul.based.on.Eco.Dependency.Index,INFORM.Vulnerable.Groups.Risk.Index,Vul.associated.with.Uprooted.people,Vul.due2.other.Health.Condns,Vul.due2.lack.of.Food.Security,Vul.due2.Gender.Based.Violence,Covid19.Overall.Vul.Index,Vul.related2.Intl.and.Int.Movements,Vul.due2.lackof.authntic.info.nd.trust.on.politicians,Vul.due2.1plus.underlying.condns.plus.0.condns.65plus.yrs.pop,Lack.of.Coping.Capacity.Index,Hazard.Independent.Lack.of.Coping.Capacity.Index,INFORM.Risk.Index.related2.Institutional.Strength,Risk.based.on.Corruption.Perception.Index,Risk.based.on.Govt.Effectiveness,INFORM.Risk.Index.based.on.ltd.opl.Infra,Risk.associated2.Immunization.coverage,Risk.based.on.pc.public.and.pvt.exp.on.healthcare,Risk.based.on.Maternal.Mortality.ratio,Covid19.Overall.Lack.of.coping.capacity.Index,Lack.based.on.IHR.core.capacity.scores,Lack.based.on.Opl.readiness.index,INFORM COVID-19 RISK,COVID-19 RISK CLASS
87,Kenya,156,0.05669464636322312,0.14748539150391357,0.031256170836977064,0.06616920405749069,0.055397611392484065,0.11699464467517001,0.3733602733784313,0.034934497816593885,0.3475261357955541,2.637075718015666,5.858585858585858,0.6896551724137931,0.03700957443083697,6.0,7.4,5.3,4.7,6.1,5.7,7.5,5.7,1.9,6.5,7.7,4.6,7.5,5.4,2.9,3.4,6.5,0.8,6.3,6.8,6.5,7.2,5.8,7.1,5.866666666666667,9.7,3.8,5.75,6.5,5,5.6,High
88,"Korea, South",210,0.03320835770384243,0.090376050550981,0.017828429574882225,0.05095676571794374,0.23670847512970705,0.5243035710871171,0.35597592922640264,0.19935447123599773,0.059369712244752036,9.490861618798956,7.6767676767676765,0.6896551724137931,0.011884740884976942,3.9,0.0,5.9,4.8,1.2,0.4,0.0,1.3,0.1,1.9,3.6,0.4,1.0,2.2,7.1,8.3,4.7,7.6,1.3,2.2,3.4,4.1,2.6,0.8,0.2333333333333333,1,0.1,0.3,0.6,0,2.9,Low
89,Kuwait,184,0.1433116607855118,4.71354448451351,0.029394341166182402,0.2588145644388942,0.07806501828458227,2.075849883486756,0.029435627679287906,0.09037402696031897,0.010880590178745401,5.143603133159269,9.09090909090909,0.3448275862068966,0.02214588328839966,4.9,0.0,7.3,3.2,1.9,1.7,1.8,3.3,0.0,2.0,1.6,0.3,1.0,4.6,4.3,5.8,4.9,3.2,3.6,3.8,5.6,6,5.2,1.5,0,0.3,0.1,3.45,4.4,2.5,3.8,Medium
90,Kyrgyzstan,162,0.07613007292074475,1.63886516646144,0.05963496854636238,0.13297926359751755,0.0,0.0,0.045093516240295575,0.012151129675337003,0.11711579301269372,2.1801566579634466,8.787878787878787,0.6896551724137931,0.013217503464617978,3.1,1.2,4.1,3.1,3.1,3.9,4.0,2.9,4.8,2.1,0.8,0.8,2.4,3.9,3.1,3.9,5.3,1.6,5.7,5.4,6.6,7,6.2,4,1.2,9.4,0.7,5.9,4.3,7.5,3.8,Medium
91,Laos,137,8.711531401847437e-06,6.11769172152583e-05,0.0,6.653690802288029e-05,0.0,0.0,0.05031390324302608,0.011391684070628441,0.14092986882901734,2.6762402088772848,8.686868686868687,0.0,5.647299066275574e-06,4.1,3.6,4.4,3.6,4.0,5.0,6.8,4.6,1.6,2.9,0.0,1.7,4.9,4.2,3.2,4.2,4.7,2,6.6,6.2,6.7,7.1,6.3,5.7,2.55,9.6,2.1,7,6.5,7.5,4.6,Medium
92,Latvia,170,0.0023503711722184383,0.17654122321083704,0.0019182487517278343,0.004072759159505778,0.031885234773952886,1.919675255096418,0.012869311948768733,0.01063223846591988,0.037979787223064436,4.908616187989557,8.585858585858585,0.6896551724137931,0.0004743731215671481,2.4,0.6,3.3,5.6,1.1,1.2,0.9,2.3,0.6,1.0,1.3,0.7,1.4,0.75,8.1,7.2,5.1,10,2.8,3.0,3.7,4.4,2.9,2.2,1.3,4.8,0.2,2.5,2.5,2.5,3.4,Low
93,Lebanon,182,0.028326415506247125,0.5828191825640874,0.008744957544641599,0.015702710293399747,0.0,0.0,0.04718656234248634,0.25251566356559707,0.0062460046544916496,4.8172323759791125,2.8282828282828283,0.3448275862068966,0.03285316231805815,4.5,0.7,6.4,5.4,5.2,3.9,3.4,3.3,5.3,6.3,10.0,0.1,3.4,5.4,5.5,6.2,7.0,4.4,5.2,5.7,6.8,7.2,6.3,4.2,4.666666666666667,6.3,0.3,4.6,4.2,5,5.0,High
94,Lesotho,66,0.00180154469390205,0.11937672810992626,0.0017489915089283195,0.0018420217694755281,0.0,0.0,0.01464832123511578,0.026200873362445413,0.018537731479686383,0.2872062663185379,5.05050505050505,1.0344827586206897,0.0013920592198369286,5.5,7.1,4.7,5.7,5.8,6.9,7.8,7.3,4.6,4.4,0.0,7.3,3.8,4.6,5.6,3.3,6.2,6.4,6.8,6.4,6.4,6,6.7,6.4,1.6333333333333335,9.3,6,7.1,6.7,7.5,6.0,High
95,Liberia,149,0.00224234818283553,0.06241339281634989,0.004626364636520071,0.0030536938839974535,0.0,0.0,0.034904366326575446,0.01936586292006835,0.05881405047570449,0.14360313315926898,6.767676767676767,2.0689655172413794,0.0009854536870650874,7.0,7.9,6.5,5.3,6.8,7.4,9.0,5.7,6.0,6.1,3.4,4.8,8.3,6.5,3.2,4.4,7.4,0.4,6.4,7.4,7.5,7.2,7.7,7.2,2.2,9.7,7.3,5.2,5.4,5,6.2,High
96,Libya,152,0.022547185574261535,0.4607969755799672,0.01303280769556264,0.00466808938918418,0.0,0.0,0.04750510137865942,0.0007594456047085627,1.074405003789186,2.1148825065274153,1.0101010101010102,0.6896551724137931,0.032169839131038803,3.0,0.1,4.5,3.9,4.1,3.6,3.5,2.3,5.2,4.5,8.8,0.4,1.7,3,3.7,3.1,5.4,3.2,6.7,6.7,8.5,8.2,8.7,3.6,0.7000000000000001,8,0.8,6.7,5.9,7.5,4.3,Medium
97,Liechtenstein,166,0.00015680756523325388,0.6860560438987351,5.64190809331716e-05,0.0003396884251694415,0.0,0.0,2.9160214077658566e-05,0.0896145813556104,9.708815525116554e-05,3.263707571801567,9.191919191919192,0.3448275862068966,2.258919626510229e-05,1.9,0.0,2.8,2.6,0.9,0.0,0.0,0.0,0.0,1.7,2.6,1.7,0.8,1.7,4.0,4.9,3.1,4.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.9,Very Low
98,Lithuania,166,0.0047826307396142435,0.2475995213805618,0.004795621879319586,0.006310500434591067,0.08124641786493134,3.389186124125433,0.018678364259563023,0.015568634896525536,0.03826921983683206,3.7597911227154053,6.565656565656566,1.0344827586206897,0.0024678696919624254,2.4,0.6,3.3,5.2,1.0,1.0,0.6,2.4,0.5,1.0,2.0,0.5,0.8,0.6000000000000001,7.6,6.5,3.9,10,1.7,2.5,3.5,4,2.9,1.4,1.6333333333333335,3.5,0.1,0.9,1.8,0,2.8,Low
99,Luxembourg,167,0.013626577418769761,3.0633688089853153,0.006995966035713278,0.02491281914077739,0.04924774772850571,8.934139500718011,0.004113466110087089,0.09113347256502753,0.0015808882638067144,6.462140992167103,9.191919191919192,0.6896551724137931,0.0016913660703495338,3.8,0.2,5.6,4.2,1.0,0.5,0.0,1.6,0.5,1.4,3.4,0.3,1.1,0.3,6.4,6.0,4.3,7.6,1.9,1.4,1.7,2,1.4,1.1,0.9666666666666668,0,0.1,2.45,2.4,2.5,3.1,Low
100,Madagascar,160,0.025740832986178803,0.13003095599093037,0.010719625377302604,0.04816221558098277,0.0,0.0,0.1921578693553556,0.017467248908296942,0.3552534980892868,0.013054830287206262,9.393939393939394,0.3448275862068966,0.0023916311545677054,6.9,7.5,6.6,4.6,6.0,6.1,9.0,4.4,1.8,5.9,1.4,4,9.1,5.6,2.7,3.1,7.5,0,7.3,7.2,7.5,7.6,7.3,6.9,4.2,9.9,3.7,7.45,7.4,7.5,6.1,High
101,Malawi,141,0.009601849911116246,0.07003490678366121,0.009816920082371857,0.011006605363995408,0.0,0.0,0.13267668820382736,0.07632428327321056,0.057568391125312174,2.4151436031331595,5.757575757575757,1.0344827586206897,0.006240265468234508,6.6,7.5,6.2,4.8,6.1,7.1,8.6,6.6,4.5,4.9,5.0,6.3,4.5,3.5999999999999996,3.1,3.0,7.1,1.2,6.0,6.6,6.7,6.9,6.5,6.5,3.066666666666667,9.8,3.9,5.4,5.8,5,5.7,High
102,Malaysia,205,0.016158148444146623,0.06956740926538729,0.00705238511664645,0.031440440012074695,0.15664290506218134,0.5496005203055788,0.2246390337034581,0.03683311182836529,0.2006177127019823,3.407310704960836,9.797979797979798,0.3448275862068966,0.0005280224626967661,4.2,0.3,6.2,3.6,2.9,2.0,1.9,3.9,0.1,3.7,6.1,0.7,1.7,5.1,4.2,5.9,3.7,3.6,2.1,3.7,3.8,4.7,2.8,3.5,0,6.6,0.3,0.25,0.5,0,3.2,Low
103,Maldives,166,0.012558543668903265,3.27013725067451,0.0015797342661288047,0.01597235986801879,0.013923376769917246,2.9250880936309858,0.003519881709441228,0.6835010442377065,0.0001825745812584811,2.8459530026109663,6.363636363636363,0.0,0.007440316519818067,4.8,0.2,7.1,2.5,1.9,2.6,2.7,4.2,0.7,1.2,0.0,0.3,3.1,1.2,3.0,5.2,3.7,1.6,5.2,5.0,6.6,7.1,6.0,2.8,0,4.6,0.6,5.3,5.6,5,4.0,Medium
104,Mali,156,0.004773919208212396,0.03263648033963959,0.007108804197579622,0.007427620100869952,0.0,0.0,0.14046442466214998,0.00569584203531422,0.7450685475960027,0.0,7.777777777777778,1.724137931034483,0.0014372376123671332,6.0,5.0,6.5,4.8,6.5,7.5,9.7,5.5,5.0,5.2,7.0,4.3,0.8,6.9,2.5,3.9,5.9,0,6.5,7.6,7.1,7.1,7.0,8.1,6.35,9.9,6.2,5.1,5.1,5.1,5.7,High
105,Malta,162,0.002663986302684946,0.8561337389340213,0.000564190809331716,0.002990658918502093,0.02228203922555764,5.730695814117587,0.0028320355445848365,0.5232580216441998,0.00019478692783095474,3.120104438642298,5.555555555555555,0.3448275862068966,0.0019229053320668325,4.7,0.0,7.1,4.9,1.4,0.7,0.3,1.9,0.3,2.0,5.2,0.1,1.0,0.45,7.2,5.2,5.3,9.2,2.9,2.6,3.9,4.6,3.1,1,1.4500000000000002,0,0.1,3.25,4,2.5,4.1,Medium
106,Mauritania,108,0.012187432431184564,0.36835847919044606,0.008914214787441112,0.022436945773820736,0.0,0.0,0.03206947520705949,0.0011391684070628442,0.6293626699951012,0.07832898172323761,9.191919191919192,0.6896551724137931,0.0012593476917794526,6.3,6.3,6.3,4.1,5.4,6.6,8.3,5.1,4.5,3.8,6.6,1.5,2.7,3.3,2.4,3.5,6.0,0,7.4,7.4,6.9,7.2,6.5,7.8,3.4000000000000004,9.6,8.5,7.45,7.4,7.5,5.8,High
107,Mauritius,162,0.0005888995227648867,0.06762893943490321,0.000564190809331716,0.001173150746719205,0.0,0.0,0.00860033164480501,0.23694702866907158,0.001238942559777452,4.908616187989557,9.494949494949493,1.0344827586206897,2.5412845798240077e-05,3.0,0.3,4.3,5.0,1.6,2.3,2.1,3.8,1.1,0.9,0.0,0.7,2.0,0.9,7.2,6.4,4.6,8.8,3.4,3.7,4.0,4.8,3.2,3.4,1.3333333333333333,6.1,0.7,3.15,3.8,2.5,3.7,Medium
108,Mexico,162,0.9474469898958432,1.03144089447686,3.3347061976360406,1.5505971162203673,0.15531319777073857,0.13679509220449726,0.8955723716649998,0.024302259350674007,1.1870089453606791,6.6187989556135784,8.181818181818182,3.7931034482758625,0.11835891748053659,3.3,0.8,4.6,4.2,3.1,3.3,4.1,4.6,0.4,2.8,6.4,0.9,1.2,1.2,5.2,5.2,6.6,4.4,3.6,5.0,6.2,7.1,5.3,3.6,0.6333333333333333,6.9,0.4,1.95,1.4,2.5,3.7,Medium
109,Moldova,169,0.06339729862380454,2.2076641365658647,0.05585489012383988,0.08803533319932566,0.0,0.0,0.02779170584643429,0.04594645908486804,0.020058168627959352,4.856396866840732,6.969696969696969,1.0344827586206897,0.029010175303457616,3.8,1.9,4.7,4.8,2.2,2.5,2.9,1.6,2.5,1.9,1.0,1.1,3.0,2.2,6.6,5.4,6.4,7.2,4.8,5.0,6.4,6.8,5.9,3.3,2.233333333333333,8.5,0.2,4.5,4,5,4.4,Medium
110,Mongolia,160,0.0004948149836249343,0.02178942987492804,0.0,0.0010190652755083245,0.0,0.0,0.022541387415958597,0.0,0.9486300464392798,2.9503916449086165,9.797979797979798,0.0,2.5412845798240077e-05,3.8,3.4,4.0,3.3,3.1,3.9,4.8,3.1,2.7,2.3,0.0,2.6,3.9,2.1,3.5,4.5,5.5,2,4.1,4.9,6.0,6.5,5.5,3.6,3.4,8.6,0.5,3.2,1.4,5,3.7,Medium
111,Montenegro,163,0.008206262580540287,1.8410667985949327,0.005246974526784958,0.013443957363149338,0.0,0.0,0.0041279732644816935,0.017087526105942663,0.008212192452659908,2.1409921671018277,8.181818181818182,0.6896551724137931,0.0022419777293114025,2.7,0.4,3.9,3.9,1.2,1.6,1.3,1.7,2.0,0.7,1.8,0.2,0.6,0.3,5.9,5.1,4.0,7.2,4.7,4.2,5.1,5.5,4.7,3.2,2.35,5.6,0.1,5.15,5.3,5,3.7,Medium
112,Morocco,166,0.09730257883979476,0.36968688106329634,0.055516375638240856,0.14212983942192733,0.23758274790614733,0.7309534115640103,0.2562140567315682,0.03075754699069679,0.2725179031474209,2.6109660574412534,7.373737373737373,0.6896551724137931,0.040358422777138386,4.1,1.8,5.2,4.2,3.2,4.6,6.0,5.1,1.1,1.5,2.6,0.5,0.0,2.7,5.0,5.1,5.9,4.4,4.5,5.1,5.7,5.9,5.4,4.5,0,8.6,0.8,3.75,2.5,5,4.3,Medium
113,Mozambique,151,0.006521452407422992,0.028759446221133394,0.0012412197805297751,0.007277036572186591,0.0,0.0,0.21692297842899044,0.014429466489462693,0.4801766442657629,2.2976501305483032,5.555555555555555,0.3448275862068966,0.004684434575475588,6.9,8.0,6.4,5.7,7.2,7.7,9.4,7.5,4.5,6.6,4.8,9.3,6.8,3.05,3.5,3.2,7.5,1.6,6.1,7.1,7.1,7.4,6.7,7,5.199999999999999,10,3.2,4.85,4.7,5,6.2,High
114,Namibia,154,0.012368632284342991,0.6846466221738452,0.0038929165843888404,0.009864972100023883,0.0,0.0,0.017418131648111505,0.0003797228023542813,0.5027145298652631,0.9399477806788512,4.040404040404041,0.3448275862068966,0.011941213875639699,5.1,5.2,5.0,4.4,5.2,5.6,7.0,7.3,1.1,4.8,2.8,5.9,5.9,3.9000000000000004,3.6,3.4,5.3,2.8,5.8,5.1,4.8,4.8,4.8,5.4,5.766666666666667,6.9,2.2,6.4,5.3,7.5,5.1,High
115,Nepal,129,0.049202729357634326,0.23664070611402285,0.006431775226381563,0.06156414963380187,0.07070057575674542,0.27555379646362266,0.20220303159298675,0.07632428327321056,0.08753138344087628,0.3655352480417755,6.262626262626262,0.0,0.0298233863690013,5.1,3.8,5.7,4.1,4.7,5.9,7.3,4.2,4.6,3.2,3.7,2.3,2.7,3.8,3.4,4.5,5.9,1.6,6.4,6.4,6.7,6.6,6.8,6.1,3.8333333333333335,9.6,2.1,6.35,7.7,5,5.1,High
116,Netherlands,175,0.1185360654786577,0.9711795571140415,0.3512087788089932,0.0022167296199201696,0.18814329311270492,1.2469048208190392,0.11881512997126718,0.19213973799126638,0.020589405703861953,8.590078328981724,0.10101010101010101,3.103448275862069,0.17278476223176742,3.5,0.2,5.2,4.5,1.4,0.2,0.0,0.7,0.1,2.5,6.0,0.1,1.6,1,6.6,7.2,2.5,8.4,0.9,1.3,1.6,1.8,1.3,1,1.0999999999999999,0,0.1,0.55,1.1,0,2.4,Low
117,New Zealand,163,0.0029357860824225862,0.08569077656009494,0.0012412197805297751,0.0054420186877661035,0.09368119969447729,2.206122787301715,0.033268504023941055,0.006075564837668502,0.16078103818257325,5.900783289817233,9.191919191919192,0.3448275862068966,0.00035295619164222333,3.1,0.0,4.7,3.2,0.8,0.5,0.0,1.8,0.1,1.1,1.8,0.1,1.4,0.9,5.1,5.8,3.5,5.6,1.0,1.5,1.5,1.3,1.7,1.4,1.0333333333333332,0,0.1,0.5,1,0,2.1,Low
118,Nicaragua,130,0.007800305217214195,0.16532796894664412,0.007729414087844509,0.010201158582665805,0.0,0.0,0.04579079761380516,0.020125308524776914,0.07348107870924535,5.966057441253264,6.565656565656566,1.0344827586206897,0.004074526276317826,4.3,3.0,5.0,4.0,3.7,5.0,6.0,5.7,2.3,2.1,0.9,1,4.3,1.55,4.2,5.3,7.3,2,5.6,6.1,7.2,7.8,6.6,4.7,0.9666666666666668,8.5,1.1,5.1,2.7,7.5,4.6,Medium
119,Niger,157,0.0020175906726678664,0.011199475209658475,0.0038929165843888404,0.0037996076423592166,0.0,0.0,0.16794888871045985,0.006455287640022783,0.7734683595502903,2.1671018276762406,9.292929292929292,2.0689655172413794,5.6472990662755724e-05,7.1,9.0,6.2,5.3,7.0,7.7,10.0,5.5,5.4,6.2,7.7,4.5,3.7,7.5,2.9,3.2,8.5,0,6.3,7.2,6.7,6.8,6.5,7.7,5.433333333333334,10,5.7,5.3,5.6,5,6.2,High
120,Nigeria,160,0.0923492020847043,0.06226253849984821,0.05698327174250332,0.14106174695103374,0.05057654336950381,0.0278620533440527,1.4319954991414534,0.08505790772735902,0.5561313337732628,0.3002610966057441,7.6767676767676765,0.6896551724137931,0.0331185853741731,6.5,5.8,6.9,4.4,5.7,5.7,8.3,4.5,1.6,5.6,7.9,6.1,3.7,3.3,2.7,4.0,6.7,0,7.2,8.7,7.2,7.4,7.0,9.6,9.85,9.4,10,4.9,4.8,5,5.9,High
121,North Macedonia,170,0.0248731644585548,1.6781463876032567,0.033625772236170276,0.038570394998105446,0.0,0.0,0.01423926533713576,0.03075754699069679,0.015399158410560653,5.443864229765014,7.777777777777778,1.3793103448275863,0.007573028047875543,2.5,0.6,3.5,4.5,1.8,2.4,3.2,2.3,1.0,1.2,1.2,0.1,2.0,1.6,6.4,6.6,4.7,7.2,4.4,4.4,5.7,6.5,4.8,2.9,0.85,7,0.1,4.35,3.7,5,3.7,Medium
122,Norway,176,0.01791439317475907,0.46420635801375143,0.014894637366357303,0.032042774126808136,0.08021677380556341,1.680319641908151,0.03743033426321437,0.004936396430605658,0.22303835977438669,7.258485639686685,8.98989898989899,1.0344827586206897,0.0024961061872938034,2.0,0.1,3.0,4.1,1.4,0.2,0.0,0.6,0.0,2.4,5.9,0.2,1.0,1.1,6.1,5.6,4.4,7.2,0.8,1.2,1.4,1.6,1.2,0.9,0.9,0,0,0.4,0.8,0,1.9,Very Low
123,Oman,178,0.148075126156042,4.072746335715128,0.03667240260656154,0.2787826407308134,0.0,0.0,0.035244429866730556,0.005316119232959939,0.18898545259170116,3.4464751958224547,9.494949494949493,0.3448275862068966,0.013401040684271934,5.0,0.5,7.2,2.2,1.4,1.7,1.3,4.1,0.0,1.1,1.0,0.1,2.3,0.9,3.0,4.8,3.0,2,2.4,3.4,4.7,4.8,4.6,1.9,0,0.6,0.2,1.25,0,2.5,3.0,Low
124,Pakistan,172,0.5133200186287388,0.3257266847311853,0.35397331377471863,0.979006554936023,0.33024902018414926,0.16977991464281778,1.5344957081942032,0.1082209986709702,0.47071207567209583,0.3785900783289818,9.595959595959595,0.6896551724137931,0.024853763190678797,5.3,3.3,6.3,4.4,5.3,5.3,7.8,4.7,1.0,5.3,7.6,1.8,5.3,5.2,3.4,5.1,6.1,1.2,6.4,6.5,6.6,6.8,6.3,6.4,5.8,9.7,1.6,6.2,4.9,7.5,5.3,High
125,Panama,167,0.1539571521585694,5.011780756865521,0.1082682163107563,0.21977841108462864,0.040323210818279734,1.0612633961006357,0.02974269578064035,0.021264476931839756,0.045392681592555946,6.592689295039166,7.171717171717171,0.6896551724137931,0.06692614123443182,3.6,1.3,4.7,3.4,2.6,2.7,2.1,6.2,0.3,2.5,4.2,1,2.9,1.35,4.2,5.1,5.4,3.2,4.3,4.6,5.7,6.4,5.0,3.3,1.8666666666666665,4.2,0.6,3.95,2.9,5,3.7,Medium
126,Papua New Guinea,66,0.0007596455382410964,0.011711153406021947,0.000282095404665858,0.0008124506663846436,0.0,0.0,0.06192701929332378,0.0068350104423770645,0.2765235528231923,2.898172323759791,5.151515151515151,0.3448275862068966,0.0006070846496246241,5.6,9.8,3.5,4.8,5.3,5.8,7.1,7.1,1.7,4.7,4.3,5.7,3.9,4.7,4.2,2.0,6.6,4,6.8,6.6,6.8,7.2,6.4,6.4,7.800000000000001,9.9,1.6,6.95,6.4,7.5,5.7,High
127,Paraguay,160,0.023669230818819484,0.46598919094192326,0.01235577872436458,0.026786358393000597,0.02287617484392805,0.36422079714104,0.049320204854221006,0.006075564837668502,0.2425976540448605,0.6919060052219321,5.656565656565657,0.6896551724137931,0.01618798277347893,2.5,1.1,3.2,3.4,3.0,3.7,4.1,6.2,0.4,2.2,0.9,1.3,3.5,2.8,3.7,4.3,6.4,2,5.7,5.7,6.6,7.2,6.0,4.6,1.7,7.6,1.4,5.65,3.8,7.5,3.6,Medium
128,Peru,161,0.9337524625321391,3.9769750379737014,1.4827498660046827,1.2982296279746375,0.06483879363328335,0.22331452807639793,0.2288484360146375,0.009113347256502754,0.7815895700209852,0.7571801566579636,6.969696969696969,1.724137931034483,0.392337631680896,4.0,2.2,4.9,3.8,3.8,3.8,4.9,4.9,0.4,3.8,6.9,0.9,3.0,3.05,3.8,4.8,5.7,2.4,5.1,5.5,6.0,6.4,5.5,5,3.8333333333333335,7.9,1,4.75,4.5,5,4.3,Medium
129,Philippines,167,0.3177060656128153,0.40656573256289336,0.1658720979435245,0.4010389563090646,0.2776835160159271,0.2877663187301988,0.7611194324795643,0.13897854566166698,0.18206715825839484,2.6631853785900783,6.363636363636363,0.6896551724137931,0.18326897294830802,4.5,2.0,5.7,4.1,3.9,3.8,4.5,4.8,1.3,3.9,6.2,3.9,3.4,1.25,4.3,6.3,5.2,2.8,5.5,5.9,5.8,6.6,4.9,5.9,3.8333333333333335,9,1.3,5,5,5,4.7,Medium
130,Poland,172,0.11113300609336775,0.41185224419986105,0.11249964738074417,0.15198080375184114,0.3394751831557838,1.0186065456662503,0.2627176182153915,0.046326181887222324,0.18698873392710172,8.159268929503916,6.8686868686868685,1.0344827586206897,0.051977740606000376,2.0,0.1,3.0,5.2,1.1,0.8,0.6,1.6,0.2,1.3,3.3,0.2,0.8,0.7,7.6,8.0,4.7,8.8,2.8,3.0,4.0,4.2,3.7,1.9,0.6,4.1,0,2.5,2.5,2.5,3.1,Low
131,Portugal,159,0.09221678680739623,1.2699370008896942,0.09935400152331518,0.13573529236667578,0.23225297893504018,2.586584639416721,0.07060966931229895,0.041389785456616666,0.055925830511314466,5.939947780678851,7.373737373737373,1.0344827586206897,0.03507819815017072,2.2,0.0,3.3,5.6,1.0,1.0,1.0,1.9,0.1,0.9,1.7,0.3,0.8,0.6000000000000001,8.1,7.9,4.6,10,1.7,2.3,3.2,3.8,2.6,1.3,0.4666666666666666,0.8,0.1,1.15,2.3,0,2.8,Low
